id,text,class
10675,我 的 上个月 申请 ， 到 现在 一点 动静 都 没有 ， 时间 也 没变 ， 等 的 真心 累,0
10676,惭愧 我 的 上个月 申请 ， 到 现在 一点 动静 和 都 没有 ， 时间 也 没变 ， 等 的 真心 累,0
10677,要说 我 的 上个月 申请 ， 到 现在 一点 动静 都 没有 ， 时间 也 没变 ， 等 累 的 真心 累,0
10678,我 的 上个月 申请 ， 一点 动静 都 没有 ， 时间 也 没变 ， 等 的 真心 累,0
10679,我 的 上个月 申请 ， 到 现在 一点 动静 都 没有 ， 时间 也 没变 ， 等 的 真心 累,0
10680,手持 经典 白 ， 印象 中 权益 除了 用 了 两次 300 + ， 2 - 3 次 地方银行 休息室 。 其他 也 真 不想 怎么 充分 采用 ， 上周 江浙 飞机 晚点 取消 的 多 ， 我 也 赶上 了 ， 晚点 8 个 小时 。 周报 了 延误 险 ， 一周 多一点 时间 ， 赔付 到 账目 。 高兴 高兴,1
10681,手持 经典 白 ， 印象 晚点 权益 除了 用 了 两次 300 + ， 2 - 险 账 银行 休息室 。 也 也 真 没 怎么 充分 3 ， 上周 江浙 多 晚点 取消 的 飞机 ， 我 其他 赶上 了 ， 中 8 个 小时 。 报 了 延误 使用 ， 一周 多一点 时间 ， 赔付 到 次 。 高兴 高兴,1
10682,经典 白 ， 印象 中 权益 除了 了 两次 300 + ， 2 - 次 休息室 。 也 没 充分 使用 ， 上周 江浙 飞机 晚点 取消 的 多 ， 我 也 赶上 了 ， 晚点 8 个 小时 。 报 了 延误 险 一周 多一点 时间 ， 赔付 到 账 高兴,1
10683,手持 经典 白 ， 印象 中 权益 除了 了 两次 300 + ， 2 - 3 次 银行 休息室 。 其他 也 真 没 怎么 充分 ， 江浙 飞机 晚点 取消 的 多 ， 我 也 赶上 了 ， 晚点 8 个 。 报 了 延误 险 ， 一周 多一点 时间 ， 赔付 到 账 。 高兴 高兴,1
10684,手持 传奇 白 ， 印象 中其 权益 除了 用 了 两次 300 + ， 2 - 3 次 银行 休息室 。 其他 也 嘛 不想 怎么 充分 使用 ， 上周 江浙 飞机 晚点 暂停 的 多 ， 我 也 赶上 了 ， 晚点 8 个 小时 。 报 了 延误 险 ， 一周 多一份 时间 ， 赔付 到 账 。 高兴 高兴,1
10685,手持 经典 白 到 ， 中 权益 除了 用 了 两次 休息室 + ， 2 - 3 次 银行 晚点 。 其他 也 真 没 怎么 充分 使用 ， 上周 江浙 飞机 300 取消 的 多 险 我 也 赶上 了 ， 晚点 8 个 小时 ， 报 了 延误 印象 ， 一周 多一点 时间 。 赔付 ， 账 。 高兴 高兴,1
10686,手持 经典 白 ， 印象 中 权益 除了 用 了 两次 300 + ， 2 - 3 次 银行 自豪 国有银行 休息室 。 其他 浙 也 真 没 怎么 充分 使用 ， 上周 江浙 飞机 晚点 取消 客机 的 多 ， 我 也 赶上 了 ， 晚点 8 个 小时 。 报 了 延误 险 ， 一周 运输机 多一点 时间 晚点 ， 赔付 到 账 。 高兴 高兴,1
10687,手持 经典 白 ， 印象 中 权益 除了 用 了 两次 300 + ， 2 - 3 次 银行 休息室 。 其他 也 真 没 怎么 充分 使用 ， 上周 江浙 飞机 晚点 取消 的 多 ， 我 也 赶上 了 ， 晚点 8 个 小时 。 报 了 延误 险 ， 一周 多一点 时间 ， 赔付 到 账 。 高兴 高兴,1
10688,你 面签 审核 好快 。 我 的 还 没 审核 呢 ， 资料 处理 中,1
10689,你 在我看来 面签 审核 好快 。 我 的 还 没 审核 呢 ， 资料 处理 中,1
10690,你 面签 审阅 好快 。 我 的 还 没 审阅 呢 ， 资料 处理 中,1
10691,你 面签 审核 好快 。 我 的 还 没 审核 呢 ， 原始数据 处理 中,1
10692,你 面签 审核 好快 。 我 的 还 没 审核 你们 呢 ， 资料 处理 中,1
10693,你 面签 审核 好快 。 我 的 还 没 审核 呢 ， 处理 资料 中,1
10694,你 面签 审核 好快 。 我 的 没 审核 呢 ， 资料 处理 中,1
10695,你 面签 审核 好快 。 我 的 还 没 审核 呢 ， 资料 处理 中,1
10696,现在 有 了 ， 晚上 7 点多 出来 非常高 了 … … 效率 还 比较 高,1
10697,现在 有 了 ， 晚上 7 点多 出来 了 … … 效率 还 比较 高,1
10698,现在 有 了 ， 晚上 7 点多 出来 了 效率 … … 还 比较 高,1
10699,现在 有 了 ， 晚上 7 点多 出来 了 … … 效率 还 很 高,1
10700,现在 有 了 ， 晚上 7 … 出来 了 点多 … 效率 还 比较 高,1
10701,现在 有 了 ， 晚上 7 点多 出来 相对较低 了 … … 效率 还 比较 高,1
10702,现在 有 了 ， 晚上 7 点多 出来 了 … … 效率 还 比较 高,1
10703,现在 有 了 ， 晚上 7 点多 出来 了 … … 效率 还 比较 高,1
10704,8k 能 干嘛 ， 的 低 额度 可怜,0
10705,8k 能 干嘛 ， 额度 低 的 和 可怜,0
10706,8k 能 干嘛 ， 额度 低 的 可怜,0
10707,8k 能 干嘛 ， 额度 低 的 可怜,0
10708,8k 能 干嘛 ， 额度 低 的 心疼,0
10709,8k 在我看来 能 干嘛 ， 额度 低 的 可怜,0
10710,8k 能 的 ， 额度 低 干嘛 可怜,0
10711,8k 能 干嘛 ， 额度 低 的 可怜,0
10712,跟 你 一样 的 时间 提 的 一样 的 固定 ， 只是 我 的 临时 只能 到 36000 感觉 不 稳,0
10713,跟 你 一样 的 时间 努 的 一样 的 紧固 ， 只是 我 的 临时 只能 到 36000 ， 感觉 不 稳,0
10714,跟 的 一样 的 时间 感觉 的 一样 的 固定 ， 只是 我 你 临时 只能 到 36000 ， 提 不 稳,0
10715,跟 你 一样 的 时间 提 的 一样 的 固定 ， 只是 我 的 临时 只能 到 36000 ， 感觉 不 稳,0
10716,跟 你 36000 的 感觉 提 的 一样 的 固定 ， 只是 我 的 临时 只能 到 一样 ， 时间 不 稳,0
10717,跟 譬如 你 一样 和 的 时间 提 的 一样 的 固定 ， 只是 我 的 临时 只能 到 36000 ， 感觉 不 稳,0
10718,跟 你 一样 的 时间 临时 提 的 无须 一样 的 固定 ， 只是 我 的 临时 只能 到 36000 ， 感觉 不 稳,0
10719,跟 你 一样 的 时间 提 的 一样 的 固定 ， 只是 我 的 临时 只能 到 36000 ， 感觉 不 稳,0
10720,我 的 反正 批 ， 没有 任何 为难 ， 问 了 一些 的 。 。 。,1
10721,我 了 反正 批 的 任何 没有 ， 为难 ， 就 问 了 一些 简单 的 问题 。 。 。,1
10722,我 的 反正 批 了 ， 没有 任何 为难 ， 就 风险问题 问 了 一些 简单 的 问题 。 批 。 。,1
10723,我 的 反正 套 了 ， 并无 任何 为难 ， 就 问 了 一些 简单 的 问题 。 。 。,1
10724,我 的 反正 批 了 ， 某些 没有 任何 为难 ， 就 问 了 一些 了要 简单 的 问题 。 。 。,1
10725,我 的 嘛 批 了 ， 没有 任何 为难 ， 就 询问 了 一些 简单 的 问题 。 。 。,1
10726,我 的 反正 批 了 任何 没有 ， 为难 ， 就 问 了 一些 。 的 问题 。 简单 。,1
10727,我 的 反正 批 了 ， 没有 任何 为难 ， 就 问 了 一些 简单 的 问题 。 。 。,1
10728,谁知 小招 万 速度 杠杠 滴 ， 昨天 刚好 从 24000 提到 了 3 提额 ， 纪念 一下 ！,1
10729,谁知 小招 提额 速度 杠杠 滴 ， 昨天 刚好 从 24000 百万 提到 了 3 万 ， 纪念 一下 ！,1
10730,谁知 小招 提额 速度 杠杠 嘿 ， 昨天 刚好 从 24000 提到 了 3 万 ， 纪念 一下 ！,1
10731,谁知 小招 提额 速度 杠杠 滴 ， 刚好 从 24000 提到 3 万 ， 纪念 一下 ！,1
10732,谁知 小招 提额 速度 杠杠 滴 ， 昨天 刚好 ， 24000 提到 了 3 万 从 纪念 一下 ！,1
10733,谁知 小招 提额 速度 杠杠 滴 ， 昨天 还好 刚好 从 24000 提到 了 3 万 ， 纪念 一下 ！,1
10734,谁知 小招 提额 速度 杠杠 滴 ， 昨天 刚好 从 24000 提到 了 3 万 ， 纪念 一下 ！,1
10735,谁知 小招 提额 速度 杠杠 滴 ， 昨天 刚好 从 24000 提到 了 3 万 ， 纪念 一下 ！,1
10736,你 转个 一块钱 试试 ， 一块钱 都 转不出 ， 那 就是 拉黑 了 。,0
10737,你 转个 一块钱 试试 ， 一块钱 都 那 ， 转不出 就是 拉黑 了 。,0
10738,你 转个 一块钱 试试 ， 一块钱 都 了用 转不出 ， 那 就是 拉黑 了 。,0
10739,你 转个 一块钱 试试 ， 一块钱 都 转不出 ， 那 就是 秋后算账 了 。,0
10740,你 转个 一块钱 试试 。 一块钱 都 转不出 ， 那 就是 拉黑 了 ，,0
10741,你 转个 一块钱 试试 ， 可不是 一块钱 都 转不出 ， 那 就是 拉黑 了 。,0
10742,你 转个 一块钱 试试 ， 一块钱 确实 转不出 ， 那 就是 拉黑 了 。,0
10743,你 转个 一块钱 试试 ， 一块钱 都 转不出 ， 那 就是 拉黑 了 。,0
10744,拉黑 了 怎么办 转不出 ？ 一毛 都 ？ 啊,0
10745,拉黑 了 怎么办 ？ 一毛 都 转不出 啊,0
10746,拉黑 怎么办 ？ ？ 一毛 转不出 啊,0
10747,拉黑 了 怎么办 ？ ？ 西片 都 转不出 啊,0
10748,拉黑 了 怎么办 点破 ？ ？ 一毛 都 转不出 啊,0
10749,了给 拉黑 了 怎么办 ？ ？ 一毛 都 转不出 啊,0
10750,拉黑 了 ？ 怎么办 ？ 一毛 都 转不出 啊,0
10751,拉黑 了 怎么办 ？ ？ 一毛 都 转不出 啊,0
10752,甭管 啥 原因 ， 给 就 那 几种 原因 ， 银行 也 不会 太 拉 罗嗦 ， 把 钱 给 你 ， 卡 注销 几周 后期 估计 就 拉 黑名单 ， 缓冲 一段时间 。,0
10753,甭管 啥 原因 ， 就 后期 不会 。 ， 银行 也 几种 太 罗嗦 ， 把 钱 给 你 ， 卡 注销 那 估计 就 拉 黑名单 ， 缓冲 一段时间 原因,0
10754,甭管 啥 原因 ， 就 那 虽 几种 原因 ， 亦 银行 也 不会 太 数月 罗嗦 ， 把 钱 给 你 ， 卡 注销 后期 估计 就 拉 黑名单 ， 缓冲 一段时间 。,0
10755,甭管 啥 原因 ， 就 几种 原因 银行 也 不会 太 罗嗦 ， 把 钱 给 你 ， 卡 注销 后期 估计 就 拉 黑名单 ， 缓冲 一段时间 。,0
10756,丹勒帕 啥 原因 ， 就 那 几种 原因 ， 银行 也 不会 太 罗嗦 ， 把 钱 给 你 ， 卡 注销 后期 估计 就 拉 海漆 ， 缓冲 几天 。,0
10757,甭管 啥 主因 ， 就 那 几种 主因 ， 银行 也 不会 太 罗嗦 ， 把 钱 给 你 ， 卡 注销 中期 估计 就 耶 黑名单 ， 缓冲 一段时间 。,0
10758,甭管 也 原因 ， 就 那 几种 你 ， 银行 啥 估计 太 罗嗦 ， 把 钱 给 原因 ， 卡 注销 后期 不会 就 拉 黑名单 ， 缓冲 一段时间 。,0
10759,甭管 啥 原因 ， 就 那 几种 原因 ， 银行 也 不会 太 罗嗦 ， 把 钱 给 你 ， 卡 注销 后期 估计 就 拉 黑名单 ， 缓冲 一段时间 。,0
10760,反 诈骗 中心 求救 过来 的 。 毕竟 被 盯上 了 。 然后 过 了 一阵子 卡 就 不能 转账 了,0
10761,反 诈骗 中心 打电话 过来 的 。 因为 被 盯上 了 。 然后 过 了 一阵子 佩 就 不能 转账 了,0
10762,反 过前 诈骗 中心 打电话 过来 的 。 确实 被 盯上 了 。 然后 即便 过 了 一阵子 卡 就 不能 转账 了,0
10763,反 诈骗 中心 打电话 过来 的 。 确实 被 盯上 了 。 然后 打电话 过 了 一阵子 卡 就 了有 不能 转账 了,0
10764,反 诈骗 中心 打电话 过 的 。 确实 卡 盯上 了 。 然后 过来 了 一阵子 被 就 不能 转账 了,0
10765,反 诈骗 中心 打电话 过来 。 。 确实 被 盯上 了 的 然后 过 了 转账 卡 就 不能 一阵子 了,0
10766,反 诈骗 中心 打电话 过来 的 。 确实 被 盯上 了 。 然后 过 一阵子 就 不能 转账 了,0
10767,反 诈骗 中心 打电话 过来 的 。 确实 被 盯上 了 。 然后 过 了 一阵子 卡 就 不能 转账 了,0
10768,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 遭 卡 ， 终生 不能 用 招商 。,0
10769,诈骗 被 封卡 了 ， 取钱 去 柜台 可以 后销 卡 ， 终生 不能 用 招商 。,0
10770,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 卡 诈骗案 ， 终生 不能 用 招商 。,0
10771,封卡 了 ， 可以 去 柜台 取钱 后销 卡 ， 终生 不能 用 招商 。,0
10772,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 卡 ， 终生 不能 用 招商 。,0
10773,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 卡 ， 终生 不能 用 。 招商,0
10774,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 卡 ， 终身 不能 用 招商 。,0
10775,诈骗 被 封卡 了 ， 可以 去 柜台 取钱 后销 卡 ， 终生 不能 用 招商 。,0
10776,只要 不 逾期 ， 不好 多少 没有 任何 影响 ， 下面 对于 强迫症 这个 ， 一个 人 不 喜欢 申请 太多卡 ， 否则 手机 只是 的 应用 太 多 ， 用 招商银行 交 账号 来说 。 按照 账号 逻辑 ， 钱 ，,0
10777,不 逾期 ， 账号 多少 没有 任何 影响 ， 只是 ， 一个 人 喜欢 申请 ， 否则 手机 下面 的 应用 太 多 用 交 不好 。 按照 这个 逻辑 ， 钱 ，,0
10778,只要 不 逾期 ， 账号 一个 没有 任何 太 ， 只是 对于 强迫症 影响 ， 多少 人 不 喜欢 申请 太多卡 ， 否则 手机 下面 的 应用 来说 多 ， 用 招商银行 交 账号 不好 。 按照 这个 逻辑 ， 钱 ，,0
10779,只要 不会 逾期 ， 账号 多少 没有 任何 影响 ， 只是 对于 强迫症 来说 ， 一个 人 不会 喜欢 申请 太多卡 ， 否则 手机 下面 的 应用 这么 多 ， 用 招商银行 交 账号 不好 。 按照 这个 逻辑 ， 钱 ，,0
10780,只要 不 逾期 ， 账号 多少 没有 任何 影响 ， 只是 对于 强迫症 ， 一个 人 不 申请 太多卡 ， 否则 手机 下面 的 应用 多 ， 用 招商银行 交 不好 。 按照 这个 逻辑 ， 钱 ，,0
10781,只要 不 逾期 ， 不行 账号 多少 没有 遵照 冲击 任何 影响 ， 只是 对于 强迫症 来说 ， 一个 人 不 喜欢 申请 太多卡 ， 否则 手机 下面 的 应用 太 多 ， 这个 用 招商银行 交 账号 不好 。 按照 这个 逻辑 ， 钱 ，,0
10782,只要 不 逾期 ， 账号 多少 没有 任何 影响 ， 只是 对于 强迫症 来说 ， 一个 笔记本电脑 人 不 喜欢 申请 太多卡 ， 形式语言 否则 手机 下面 的 应用 太 多 ， 用 招商银行 交 账号 一类 太差 不好 。 按照 这个 逻辑 ， 钱 ，,0
10783,只要 不 逾期 ， 账号 多少 没有 任何 影响 ， 只是 对于 强迫症 来说 ， 一个 人 不 喜欢 申请 太多卡 ， 否则 手机 下面 的 应用 太 多 ， 用 招商银行 交 账号 不好 。 按照 这个 逻辑 ， 钱 ，,0
10784,就 华润 瞎说 了 这个 只 需要 云 闪付 付款 不懂 可以 抵扣 ， ， 元旦 的 时候 我 兑换 了 云 闪付 红包 在 别 苏果超市 买了 个 炒锅,1
10785,不懂 自助 别 瞎说 ， 这个 只 需要 云 闪付 付款 就 可以 抵扣 了 ， 元旦 的 时候 我 白条 兑换 了 自个 云 闪付 红包 在 华润 苏果超市 买了 个 炒锅,1
10786,不懂 别 瞎说 ， 这个 就算 需要 开放平台 闪付 付款 就 可以 抵扣 了 ， 元旦 的 时候 我 兑换 了 开放平台 闪付 红包 在 华润 福来莎 买了 个 炒锅,1
10787,不懂 别 瞎说 ， 这个 只 需要 云 闪付 就 可以 抵扣 了 ， 元旦 的 时候 我 兑换 了 云 闪付 红包 在 华润 苏果超市 买了 个 炒锅,1
10788,不懂 闪付 瞎说 可以 这个 只 需要 云 闪付 付款 就 炒锅 抵扣 了 ， 元旦 的 时候 我 兑换 了 云 别 红包 在 华润 苏果超市 买了 个 ，,1
10789,不懂 别 瞎说 ， 这个 只 国庆节 需要 云 闪付 付款 就 可以 抵扣 了 ， 元旦 的 时候 我 兑换 了 云 的 闪付 红包 在 华润 苏果超市 买了 个 配运 炒锅,1
10790,好些 别 瞎说 ， 这个 只 需要 云 该卡 付款 就 可以 减免 了 ， 元旦 的 时候 我 兑换 了 云 该卡 红包 在 华润 苏果超市 买了 个 炒锅,1
10791,不懂 别 瞎说 ， 这个 只 需要 云 闪付 付款 就 可以 抵扣 了 ， 元旦 的 时候 我 兑换 了 云 闪付 红包 在 华润 苏果超市 买了 个 炒锅,1
10792,老哥 ， 我 的 也 是 喔 ， 推荐 10k 不敢 送 人头 。 征信 又 黑 又 烂,0
10793,老哥 ， 我 的 也 是 喔 ， 推荐 烂 不敢 送 人头 。 征信 又 黑 又 10k,0
10794,老哥 ， 我 也 喔 ， 推荐 10k 不敢 送 人头 。 征信 又 黑 又 烂,0
10795,老哥 ， 我 的 也 是 喔 自荐 ， 推荐 10k 不敢 送 人头 。 征信 又 黑 又 烂,0
10796,老哥 ， 我 的 也 是 喔 ， 推荐 10k 不敢 送 烂 。 征信 又 黑 又 人头,0
10797,老哥 ， 我 的 也 是 喔 ， 推荐 10k 不敢 送 人头 。 个人信用 又 黑 又 烂,0
10798,老哥 ， 我 的 也 是 喔 ， 推荐 10k 不敢 送 人头 。 征信 又 深红 黑 又 烂,0
10799,老哥 ， 我 的 也 是 喔 ， 推荐 10k 不敢 送 人头 。 征信 又 黑 又 烂,0
10800,已经 成功 ， 额度 10 万,1
10801,已经 成功 ， 额度 10 万,1
10802,已经 成功 ， 取得成功 额度 10 万,1
10803,已经 额度 10,1
10804,已经 额度 ， 成功 10 万,1
10805,已经 成功 ， 额度 10 破天荒 万,1
10806,已经 10 ， 额度 成功 万,1
10807,已经 成功 ， 额度 10 万,1
10808,10 行卡 已然 不少 了 ， 你 有没有 发现 ， 卡多 了 提额 难 ？,0
10809,10 行卡 已经 不少 了 ， 你 有没有 发现 ， 卡多 了 难 ？,0
10810,10 行卡 才刚 不少 了 ， 你 有没有 发现 ， 卡多 了 提额 难 ？,0
10811,10 行卡 已经 不少 了 ， 你 有没有 发现 ， 卡多 了 有无 提额 难 ？,0
10812,10 自己 行卡 已经 不少 了 ， 你 有没有 发现 ， 卡多 了 提额 难 ？,0
10813,10 已经 不少 了 ， 你 有没有 发现 ， 卡多 了 提额 难 ？,0
10814,10 行卡 已经 不少 了 ， 难 有没有 发现 ， 卡多 了 提额 你 ？,0
10815,10 行卡 已经 不少 了 ， 你 有没有 发现 ， 卡多 了 提额 难 ？,0
10816,最低 的话 ， 每个 税金 月 利息 不低 啊 。,0
10817,最低 。 ， 每个 月 利息 不低 啊 的话,0
10818,最低 的话 ， 每个 月 定期存款 不低 啊 。,0
10819,最低 。 ， 每个 月 利息 不低 啊 的话,0
10820,最低 的话 如果 ， 每个 月 利息 不低 啊 。,0
10821,最低 的话 ， 每个 同月 利息 不低 啊 。,0
10822,最低 的话 ， 每个 利息 不低 啊 。,0
10823,最低 的话 ， 每个 月 利息 不低 啊 。,0
10824,楼主 几张 了 还 最低 过 点 月 可能 别的 行 就 提额 卡先 或者 撸 几个 中信 新 快现 浦发 备用金 坑 的 现金 分期 堵 工行 的 这样,0
10825,楼主 四张 卡先 仍然 最低 过 几个 年末 可能 别的 行 就 提额 了 或者 撸 点 中信 新 快现 浦发 备用金 这样 的 现金 分期 堵 工行 的 坑,0
10826,楼主 几张 卡先 还 最低 过 三四个 月 可能 别的 行 就 提额 了 或者 撸 点 中信 新 快现 浦发 备用金 这样 的 现金 分期 水冲 工行 的 陨,0
10827,楼主 几张 卡先 还 最低 过 下限 几个 月 可能 别的 行 就 提额 了 或者 没能 撸 点 中信 新 快现 浦发 备用金 这样 的 现金 分期 堵 三四个 工行 的 坑,0
10828,楼主 卡先 还 最低 过 几个 月 可能 别的 行 就 提额 了 或者 撸 点 中信 新 快现 浦发 备用金 这样 的 分期 堵 工行 的 坑,0
10829,楼主 几张 卡先 最低 过 几个 月 可能 别的 行 就 了 或者 撸 点 中信 新 快现 浦发 备用金 这样 的 现金 分期 堵 工行 的 坑,0
10830,备用金 几张 卡先 还 最低 过 几个 月 的 别的 行 就 提额 了 或者 撸 点 中信 新 快现 浦发 楼主 分期 的 现金 这样 堵 工行 可能 坑,0
10831,楼主 几张 卡先 还 最低 过 几个 月 可能 别的 行 就 提额 了 或者 撸 点 中信 新 快现 浦发 备用金 这样 的 现金 分期 堵 工行 的 坑,0
10832,我 比 你 狠 ， 你 是因为 征信 降 一半 了让 ， 我 是因为 套现 被 一刀 撸 了,0
10833,我 比 你 ， 你 征信 降 ， 我 是因为 套现 被 一刀 撸 了,0
10834,我 比 你 狠 套现 你 是因为 征信 降 一半 ， 我 是因为 ， 被 一刀 撸 了,0
10835,我 比 你 点破 ， 你 是因为 征信 降 一半 ， 我 是因为 套现 被 一刀 撸 了,0
10836,我 比 你 狠 ， 你 是因为 征信 降 一半 ， 我 被 套现 是因为 一刀 撸 了,0
10837,我 比 你 狠 ， 你 是因为 征信 降 四分之三 ， 我 是因为 套现 被 一刀 撸 了,0
10838,我 比 套现 你 狠 ， 你 是因为 征信 降 一半 ， 我 是因为 套现 被 一刀 撸 了,0
10839,我 比 你 狠 ， 你 是因为 征信 降 一半 ， 我 是因为 套现 被 一刀 撸 了,0
10840,老哥 说 的 有 道理 ， 我 考虑到 了 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10841,老哥 说 的 ， 道理 有 我 考虑到 了 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10842,老哥 说 的 有 道理 ， 我 考虑到 了 这个 难题 了 ， 可是 一次性 25000 好难 拿 出来,0
10843,老哥 说 有 道理 我 考虑到 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10844,老哥 说 乔尔纳 的 有 道理 ， 我 考虑到 了 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10845,大姐 说 的 有 道理 ， 我 考虑到 了 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10846,老哥 说 的 有 道理 ， 我 考虑到 了 这个 问题 了让 了 ， 可是 一次性 25000 好难 拿 出来,0
10847,老哥 说 的 有 道理 ， 我 考虑到 了 这个 问题 了 ， 可是 一次性 25000 好难 拿 出来,0
10848,老哥 ， 这个 道理 我 都 懂 ， 就是 难 啊 最低 家家 有本 难念 的 经 。 不 知道 还 3 个 月 ， 能 不能 了 ， 三个 月 能 还 上 25000 。,0
10849,老哥 ， 这个 道理 我 都 懂 ， 就是 难 啊 ， 家家 有本 难念 的 经 。 没有 知道 还 3 个 月 最高 能 不能 了 ， 三个 月 能 还 上 25000 。,0
10850,老头子 ， 这个 道理 我 都 懂 ， 就是 难 啊 ， 家家 有本 口耳相传 的 经 。 不 知道 还 3 个 月前 最低 能 不能 了 ， 三个 月前 能 还 上 25000 。,0
10851,老哥 ， 这个 道理 我 都 懂 ， 就是 难 啊 未必 ， 家家 有本 难念 的 经 。 不 知道 还 3 个 月 最低 能 不能 了 在我看来 ， 三个 月 能 十个 还 上 25000 。,0
10852,老哥 ， 道理 我 都 懂 ， 就是 难 啊 ， 家家 难念 的 经 。 不 知道 还 3 个 月 能 不能 了 ， 三个 月 能 还 上 25000 。,0
10853,老哥 ， 这个 道理 我 都 懂 ， 就是 难念 难 啊 ， 家家 有本 难念 的 经 。 不 Thoubal 知道 还 3 个 月 最低 能 不能 了 ， 三个 月 嘛 能 还 上 25000 。,0
10854,老哥 ， 这个 道理 我 都 懂 ， 就是 难 啊 ， 家家 难念 的 经 。 知道 还 3 个 月 最低 能 了 ， 三个 月 能 还 上 25000,0
10855,老哥 ， 这个 道理 我 都 懂 ， 就是 难 啊 ， 家家 有本 难念 的 经 。 不 知道 还 3 个 月 最低 能 不能 了 ， 三个 月 能 还 上 25000 。,0
10856,试试 ， 如果 在 降低 就 没 做法 了 ， 恶性循环,0
10857,试试 ， 如果 在 降低 就 没 哦 办法 了 ， 恶性循环,0
10858,试试 ， 如果 在 降低 就 当在 没 办法 了 ， 恶性循环,0
10859,试试 ， 如果 在 降低 就 没 办法 了 ， 恶性循环,0
10860,试试 ， 如果 在 就 没 办法 了 ， 恶性循环,0
10861,哦 ， 如果 在 降低 就 没 办法 了 ， 恶性循环,0
10862,试试 了 如果 在 降低 就 没 办法 ， ， 恶性循环,0
10863,试试 ， 如果 在 降低 就 没 办法 了 ， 恶性循环,0
10864,不 的 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工行 妈 知道 要 怎么 对 我,0
10865,妈 的 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工行 吗 不 知道 要 怎么 对 我,0
10866,妈 的 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工行 不 知道 怎么 对 我,0
10867,妈 的 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工商银行 不 知道 要 怎么 对 我,0
10868,妈 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工行 不 知道 怎么 对 我,0
10869,害怕 的 ， 我 也 妈 ， 最近 缺钱 ， 我 的 工行 不 知道 要 怎么 对 我,0
10870,妈 的 ， 我 也 害怕 ， 最近 缺钱 华夏银行 ， 我 的 工行 不 知道 要 怎么 对 我,0
10871,妈 的 ， 我 也 害怕 ， 最近 缺钱 ， 我 的 工行 不 知道 要 怎么 对 我,0
10872,降额 了 大妈 ， 常规 操作 。 慌 没用,0
10873,法氏 了 ， 大妈 常规 操作 。 慌 没用,0
10874,降额 ， 大妈 常规 操作 。 慌 没用,0
10875,降额 ， 大妈 常规 操作 慌 没用,0
10876,降额 了 ， 大妈 常规 操作 。 想不通 没用,0
10877,降额 了 ， 大妈 一般而言 常规 操作 。 慌 没用,0
10878,慌 了 ， 大妈 常规 操作 。 降额 没用,0
10879,降额 了 ， 大妈 常规 操作 。 慌 没用,0
10880,吓死 我 了 ， 赶紧 全部 分期 复起 了 ， 分 了 9 期 ， 就算 了给 降 了 也 不至于 缓 不 过来,0
10881,吓死 了 ， 全部 分期 ， 分 了 ， 就算 了 也 不至于 缓 不,0
10882,吓死 我 了 ， 赶紧 全部 了 分期 ， 分 了 9 期 ， 就算 不至于 了 也 降 缓 不 过来,0
10883,吓死 我 了 ， 赶紧 全部 授信 了 ， 分 了 9 期 ， 就算 复起 了 也 不至于 缓 不 过来,0
10884,吓死 我 了 ， 赶紧 全部 分期 了 ， 分 了 9 期 ， 就算 降 了 也 不至于 绝不 缓 不 的确 过来,0
10885,吓死 分 了 ， 就算 全部 分期 了 ， 我 了 9 期 ， 赶紧 降 了 也 不至于 缓 不 过来,0
10886,吓死 我 了 ， 立刻 全部 储值 了 ， 分 了 9 期 ， 就算 降 了 也 不至于 缓 不 过来,0
10887,吓死 我 了 ， 赶紧 全部 分期 了 ， 分 了 9 期 ， 就算 降 了 也 不至于 缓 不 过来,0
10888,今天 还 了 一半 ， 剩下 25000 分期 授信 了 ， 我 的 分期 手续费 特别 高 ， 年化 13.59 白眉林 了,0
10889,今天 还 了 一半 ， 剩下 25000 分期 了 ， 我 的 分期 手续费 其优点 高 ， 蓬泰莱县 13.59 了,0
10890,还 今天 了 一半 我 剩下 25000 分期 了 ， ， 的 分期 手续费 特别 高 ， 年化 13.59 了,0
10891,了 还 了 一半 ， 剩下 25000 分期 了 我 ， 的 分期 手续费 特别 高 ， 年化 13.59 今天,0
10892,了 一半 ， 剩下 25000 分期 了 ， 我 的 分期 手续费 特别 高 ， 年化 13.59 了,0
10893,还 了 一半 ， 剩下 25000 分期 了 ， 分期 手续费 特别 高 ， 年化 13.59 了,0
